time,evXh,evYh,evZh,evXm,evYm,evZm,qTildeWh,qTildeXh,qTildeYh,qTildeZh,qTildeWm,qTildeXm,qTildeYm,qTildeZm,zStar,zStarHath,zStarHatm,zTildeh,zTildem,desImageWrtImageZhatPX,desImageWrtImageZhatPY,desImageWrtImageZhatPZ,desImageWrtImagePX,desImageWrtImagePY,desImageWrtImagePZ,desImageWrtImageZhatQW,desImageWrtImageZhatQX,desImageWrtImageZhatQY,desImageWrtImageZhatQZ,desImageWrtImageQW,desImageWrtImageQX,desImageWrtImageQY,desImageWrtImageQZ,vcXh,vcYh,vcZh,vcXm,vcYm,vcZm,wcXh,wcYh,wcZh,wcXm,wcYm,wcZm,
14.0517,44.845,-53.7613,0.0746042,58.2229,-61.4478,0.0723697,0.919219,-0.023336,0.177086,0.350902,0.922814,-1.81026e-06,0.192622,0.333634,2.09391,0.01,0.0132889,2.08391,2.08062,0,0,0,1.22733,-0.541603,0.256336,0,0,0,0,0.922559,1.83661e-06,-0.192927,-0.334162,0,0,0,0.244688,-0.2534,0.0538895,0,0,0,1.21251e-06,-0.223006,-0.386261,
14.0622,45.9381,-54.1453,0.0756868,61.0817,-61.8184,0.0738233,0.917775,-0.0211911,0.182002,0.352299,0.922149,5.24696e-07,0.193417,0.335008,2.09391,0.01,0.0192167,2.08391,2.07469,1.20188,-0.581377,0.205929,1.23217,-0.543478,0.257902,0.918309,0.022443,-0.179455,-0.352138,0.922097,3.34335e-07,-0.19348,-0.335116,0.195362,-0.225371,0.0567821,0.259289,-0.254826,0.054659,0.0131872,-0.207628,-0.404252,-2.98094e-07,-0.223603,-0.38729,
14.0659,46.3201,-54.2052,0.0820138,60.6899,-62.0891,0.0739018,0.92097,-0.000570698,0.189257,0.340582,0.922011,5.24499e-07,0.193583,0.335294,2.09391,0.0104264,0.0199013,2.08348,2.07401,1.20061,-0.583452,0.213732,1.2458,-0.546377,0.262626,0.917444,0.0211756,-0.18237,-0.352972,0.922026,-4.25116e-06,-0.193564,-0.335262,0.19942,-0.228411,0.0618587,0.257945,-0.25588,0.0546887,-0.00135079,-0.219656,-0.391934,-2.97946e-07,-0.223727,-0.387505,
14.0845,46.8471,-54.4153,0.0816221,60.6899,-62.0891,0.0739018,0.916634,-0.011631,0.197637,0.347255,0.922011,5.24499e-07,0.193583,0.335294,2.09391,0.0113368,0.021151,2.08257,2.07276,1.21301,-0.555566,0.23919,1.2458,-0.546377,0.262626,0.920078,0.000556114,-0.190307,-0.342402,0.922026,-4.25116e-06,-0.193564,-0.335262,0.201773,-0.228819,0.061505,0.257945,-0.25588,0.0546887,0.00947218,-0.223576,-0.398268,-2.97946e-07,-0.223727,-0.387505,
14.1365,46.9423,-54.7165,0.0822208,61.0614,-62.5751,0.07713,0.918687,-0.000684168,0.192476,0.344914,0.919822,2.53242e-06,0.196167,0.339772,2.09391,0.0136231,0.0244234,2.08028,2.06948,1.20642,-0.569023,0.257045,1.25867,-0.55693,0.270346,0.91624,0.0116286,-0.198078,-0.348042,0.919544,-2.53231e-06,-0.196494,-0.340338,0.203052,-0.230142,0.0618479,0.261986,-0.258893,0.0570961,-0.00106682,-0.2221,-0.395168,-2.29149e-06,-0.225666,-0.390864,
14.1591,47.3673,-54.9128,0.084555,62.2949,-62.822,0.0774743,0.916753,-0.003762,0.196197,0.347932,0.919141,8.09799e-07,0.196967,0.341151,2.09391,0.0145418,0.0256861,2.07937,2.06822,1.22196,-0.559978,0.243558,1.26654,-0.558217,0.271495,0.918222,0.000677385,-0.193015,-0.34585,0.91914,1.26557e-06,-0.196965,-0.341154,0.205989,-0.231768,0.0637212,0.26781,-0.259735,0.0572322,0.00212603,-0.224304,-0.397771,1.06749e-07,-0.226266,-0.391898,
14.1981,47.6237,-55.1937,0.0766576,62.3051,-63.1313,0.0785021,0.916784,0.002563,0.194183,0.348988,0.918007,1.81709e-07,0.19828,0.343435,2.09391,0.0162269,0.0280344,2.07768,2.06587,1.22085,-0.566857,0.252404,1.27393,-0.564792,0.275558,0.916203,0.00375642,-0.196823,-0.349025,0.917739,-1.82799e-07,-0.198591,-0.343972,0.204662,-0.229386,0.0571349,0.269042,-0.261194,0.0579359,-0.00406601,-0.224122,-0.397791,-6.24115e-07,-0.22725,-0.393611,
14.2323,47.9625,-55.5377,0.0819485,63.3528,-63.2736,0.0790022,0.916548,0.00128399,0.192948,0.350299,0.917479,3.06841e-07,0.198893,0.344492,2.09391,0.0177463,0.0301036,2.07616,2.0638,1.22807,-0.566983,0.246156,1.28181,-0.566728,0.277095,0.916322,-0.00257031,-0.194715,-0.349904,0.917159,8.8898e-07,-0.199262,-0.345128,0.208419,-0.232859,0.0613827,0.274236,-0.261697,0.0581958,-0.0034427,-0.222685,-0.399062,-1.71537e-07,-0.227709,-0.394404,
14.2581,48.3481,-55.7318,0.0797967,63.5066,-63.7572,0.0797733,0.912959,0.00388612,0.204572,0.353045,0.916123,3.18182e-06,0.200448,0.347189,2.09391,0.0192136,0.0321307,2.07469,2.06178,1.23378,-0.568913,0.241634,1.28917,-0.57277,0.280543,0.915935,-0.0012963,-0.19365,-0.351511,0.915858,-3.18309e-06,-0.20075,-0.347712,0.209837,-0.232522,0.0594957,0.275952,-0.263703,0.0586783,-0.00322872,-0.233003,-0.400216,-3.34145e-06,-0.228876,-0.396426,
14.3019,48.5051,-56.1628,0.0747139,64.6762,-63.9536,0.0799471,0.914259,0.00341797,0.193798,0.355754,0.915698,8.93957e-07,0.200935,0.348027,2.09391,0.0213021,0.0349106,2.07261,2.059,1.22974,-0.574274,0.272581,1.29727,-0.574396,0.281232,0.912434,-0.00388529,-0.205163,-0.354059,0.915426,-8.93351e-07,-0.201244,-0.348563,0.209024,-0.231869,0.0552823,0.28151,-0.264259,0.0586643,-0.0058829,-0.223614,-0.402968,-5.25328e-07,-0.229241,-0.397055,
