time,evXh,evYh,evZh,evXm,evYm,evZm,qTildeWh,qTildeXh,qTildeYh,qTildeZh,qTildeWm,qTildeXm,qTildeYm,qTildeZm,zStar,zStarHath,zStarHatm,zTildeh,zTildem,desImageWrtImageZhatPX,desImageWrtImageZhatPY,desImageWrtImageZhatPZ,desImageWrtImagePX,desImageWrtImagePY,desImageWrtImagePZ,desImageWrtImageZhatQW,desImageWrtImageZhatQX,desImageWrtImageZhatQY,desImageWrtImageZhatQZ,desImageWrtImageQW,desImageWrtImageQX,desImageWrtImageQY,desImageWrtImageQZ,vcXh,vcYh,vcZh,vcXm,vcYm,vcZm,wcXh,wcYh,wcZh,wcXm,wcYm,wcZm,
15.6592,-36.9592,-56.4214,0.0478289,-60.7476,-617.153,0.537981,0.945956,-0.00311227,0.156347,0.284101,0.818016,-0.472287,0.284336,0.164158,2.06907,0.01,0.0165422,2.05907,2.05253,0,0,0,0.597309,-0.469013,0.171522,0,0,0,0,0.818017,0.47229,-0.28433,-0.164153,0,0,0,-0.229816,-2.50317,0.405115,0,0,0,0.430196,-0.173063,-0.245831,
15.6601,-37.1009,-56.519,0.0506898,-37.5758,-62.4403,0.0487864,0.942009,0.00988862,0.179769,0.283204,0.944035,-1.20781e-06,0.164921,0.285655,2.06907,0.01,0.0205141,2.05907,2.04856,0.606512,-0.469508,0.161195,0.601129,-0.471394,0.172197,0.945691,0.00310685,-0.156731,-0.28477,0.943907,1.69967e-06,-0.165106,-0.28597,-0.127701,-0.206967,0.0342722,-0.149332,-0.47699,0.0737537,-0.00386089,-0.195425,-0.311537,0.04302,-0.199313,-0.339832,
15.6659,-37.2126,-56.5726,0.0514206,-37.6427,-62.4874,0.0488586,0.942145,0.0140913,0.178776,0.2832,0.943839,-1.2066e-06,0.165201,0.28614,2.06907,0.0100181,0.0205333,2.05906,2.04854,0.600166,-0.466149,0.202211,0.602107,-0.472452,0.170859,0.941643,-0.00987327,-0.180292,-0.284087,0.943688,9.93086e-06,-0.165421,-0.286511,-0.140692,-0.22816,0.0382065,-0.141412,-0.275264,0.040458,-0.00770826,-0.215184,-0.342151,0.00430238,-0.202127,-0.34956,
15.7031,-37.4421,-56.7848,0.05225,-37.7605,-62.7272,0.0485809,0.94188,0.0124177,0.176366,0.285663,0.942952,3.39926e-07,0.166466,0.288323,2.06907,0.0102032,0.0207038,2.05887,2.04837,0.602269,-0.465924,0.203277,0.606833,-0.476259,0.172235,0.941685,-0.0140731,-0.179439,-0.28431,0.942617,-2.91712e-07,-0.16694,-0.289143,-0.1428,-0.231292,0.0391799,-0.14088,-0.255839,0.0369051,-0.00769304,-0.214893,-0.347284,0.000430646,-0.203264,-0.352005,
15.7253,-37.5886,-57.0014,0.0521349,-37.7605,-62.7272,0.0485809,0.941824,0.0097943,0.17423,0.287256,0.942952,3.39926e-07,0.166466,0.288323,2.06907,0.010319,0.0207501,2.05875,2.04832,0.608831,-0.469247,0.198635,0.606833,-0.476259,0.172235,0.941544,-0.0124078,-0.176847,-0.286472,0.942617,-2.91712e-07,-0.16694,-0.289143,-0.143476,-0.232287,0.0391943,-0.14088,-0.255839,0.0369051,-0.00637737,-0.212615,-0.349372,0.000430646,-0.203264,-0.352005,
15.764,-37.8577,-57.2277,0.0502848,-32.445,-63.1271,0.048676,0.938858,0.00269934,0.184897,0.290432,0.944301,8.87676e-06,0.164538,0.284995,2.06907,0.010692,0.0211092,2.05838,2.04796,0.612536,-0.472054,0.194167,0.6262,-0.472029,0.168722,0.94143,-0.00978579,-0.174791,-0.288205,0.944084,-8.87906e-06,-0.164849,-0.285534,-0.144044,-0.232317,0.0378954,-0.12141,-0.254997,0.0365043,0.00123538,-0.218596,-0.352271,-3.70027e-06,-0.202121,-0.350084,
15.8031,-38.0638,-57.4984,0.0501771,-24.8784,-63.1674,0.0483001,0.938836,-0.00774888,0.176113,0.295823,0.947622,5.52141e-06,0.159694,0.276606,2.06907,0.00955124,0.0200859,2.05952,2.04899,0.613104,-0.476595,0.20581,0.644569,-0.461104,0.161751,0.938515,-0.00268445,-0.185367,-0.291242,0.947319,-6.49984e-06,-0.160142,-0.277382,-0.145128,-0.233097,0.0376852,-0.0927912,-0.254834,0.0361565,0.00733114,-0.210017,-0.358123,-5.58067e-06,-0.198693,-0.344148,
15.8312,-38.2582,-57.6583,0.051283,-15.6127,-62.7807,0.0479216,0.937662,-0.000827911,0.183446,0.295191,0.951592,3.48138e-06,0.153685,0.266183,2.06907,0.00715353,0.0185694,2.06192,2.0505,0.619945,-0.485543,0.186856,0.663951,-0.448482,0.154777,0.938497,0.0077534,-0.176568,-0.296626,0.950617,-2.6805e-06,-0.155185,-0.268785,-0.146624,-0.234129,0.0384135,-0.0572801,-0.253077,0.0357692,0.00436204,-0.216264,-0.357022,-2.19302e-06,-0.194294,-0.336519,
15.866,-38.4948,-57.9234,0.0484377,-7.29861,-61.8647,0.0479679,0.938402,-0.0101286,0.172332,0.299334,0.954697,3.93019e-06,0.148787,0.257713,2.06907,0.0043244,0.0172485,2.06475,2.05182,0.62277,-0.483453,0.201648,0.688228,-0.43021,0.14741,0.937377,0.000837138,-0.183829,-0.295856,0.954487,-3.93219e-06,-0.149124,-0.258296,-0.147988,-0.233945,0.0364482,-0.0244087,-0.249473,0.0356957,0.00815007,-0.206259,-0.361523,-3.97109e-06,-0.190547,-0.330039,
15.9005,-38.6857,-58.0765,0.0503105,-1.08411,-60.5582,0.0481928,0.939069,-0.00548327,0.169269,0.299111,0.956867,-2.22687e-07,0.145264,0.251604,2.06907,0.00142703,0.0164112,2.06765,2.05266,0.630324,-0.491136,0.179833,0.704345,-0.417279,0.143979,0.937983,0.0101281,-0.17289,-0.300324,0.956483,3.19168e-07,-0.145895,-0.252696,-0.149768,-0.235144,0.0375387,0.00082812,-0.244426,0.0358032,0.00426202,-0.204053,-0.361346,-1.05623e-07,-0.187794,-0.325268,
15.9405,-38.447,-58.4817,0.0507025,2.1964,-59.3429,0.0487479,0.936529,0.00764587,0.180513,0.300449,0.957503,1.79357e-07,0.144213,0.249783,2.06907,-0.00122653,0.016069,2.0703,2.053,0.638043,-0.490847,0.17796,0.716446,-0.408762,0.143418,0.938535,0.00547867,-0.16999,-0.300376,0.9572,-1.0107e-06,-0.144715,-0.250651,-0.149801,-0.236726,0.0378918,0.0150226,-0.239723,0.0361783,-0.00387591,-0.215201,-0.360031,-7.95722e-08,-0.186809,-0.323562,
15.9705,-34.0406,-58.8977,0.0538873,3.86047,-58.0564,0.0496407,0.940631,0.0128228,0.169205,0.293971,0.957182,-6.16333e-07,0.144745,0.250702,2.06907,-0.00214988,0.0160324,2.07122,2.05304,0.640053,-0.489701,0.201719,0.725515,-0.403295,0.145177,0.936248,-0.00764097,-0.180894,-0.301097,0.956939,-6.68452e-08,-0.145145,-0.251399,-0.134513,-0.239596,0.0401856,0.0224694,-0.234919,0.0368228,-0.0103923,-0.209312,-0.355141,9.77463e-07,-0.18707,-0.324011,
16.0079,-24.3962,-59.3343,0.060837,4.95182,-56.6081,0.0504567,0.940396,0.0615053,0.190615,0.274841,0.956673,-1.37036e-06,0.145583,0.252155,2.06907,-0.00237203,0.016106,2.07145,2.05297,0.656363,-0.481343,0.18795,0.737806,-0.395403,0.147547,0.940108,-0.0128234,-0.169945,-0.295214,0.956427,1.37689e-06,-0.145987,-0.252855,-0.0986911,-0.244147,0.0454145,0.0272232,-0.229512,0.0374455,-0.0409981,-0.23606,-0.332869,1.43298e-06,-0.187661,-0.325037,
16.0419,-14.4372,-58.8434,0.0569167,7.30606,-55.0551,0.0506647,0.942045,0.0577781,0.196109,0.265996,0.956749,-3.02574e-06,0.145457,0.251938,2.06907,-0.00233884,0.0161843,2.07141,2.05289,0.670857,-0.443428,0.246517,0.748811,-0.387286,0.147956,0.939937,-0.0614672,-0.191335,-0.275918,0.956328,2.95986e-06,-0.146149,-0.253136,-0.0587987,-0.241163,0.0431198,0.0361669,-0.223415,0.0376285,-0.0386532,-0.242292,-0.324711,2.63086e-06,-0.187635,-0.324994,
16.0861,-6.13989,-57.8144,0.0568816,13.1753,-52.8468,0.0498483,0.952911,0.00941237,0.148709,0.264117,0.958164,1.41867e-06,0.143111,0.247873,2.06907,-0.00262672,0.0164156,2.0717,2.05266,0.683986,-0.429535,0.252968,0.769895,-0.36817,0.142892,0.941749,-0.0577449,-0.196578,-0.266705,0.957958,-1.41763e-06,-0.143455,-0.248469,-0.0247436,-0.237129,0.0428431,0.0579442,-0.214472,0.0370188,-0.0119069,-0.197233,-0.332029,-4.18018e-07,-0.18605,-0.322245,
16.1136,-0.541907,-56.4569,0.0617028,20.4229,-50.354,0.0480835,0.95065,0.0494159,0.16976,0.25496,0.960415,-1.73108e-07,0.139286,0.241252,2.06907,-0.00304532,0.0168741,2.07212,2.0522,0.716495,-0.43744,0.154296,0.789413,-0.347974,0.13563,0.95253,-0.00941646,-0.149316,-0.265144,0.960037,1.59965e-07,-0.139935,-0.242376,-0.000881523,-0.233617,0.0463053,0.0857067,-0.203905,0.0356541,-0.0335661,-0.217564,-0.319555,-2.75668e-08,-0.183309,-0.317501,
16.1486,2.80994,-54.8257,0.0624534,28.2412,-47.7125,0.0455884,0.948899,0.0583269,0.180345,0.252319,0.962831,-5.84897e-08,0.135054,0.233917,2.06907,-0.00334243,0.0179597,2.07242,2.05111,0.720608,-0.416757,0.206425,0.809651,-0.325677,0.126488,0.950323,-0.049395,-0.170314,-0.255813,0.96241,4.31803e-06,-0.135803,-0.235212,0.0136885,-0.227558,0.047204,0.115855,-0.192471,0.0337021,-0.0397628,-0.229388,-0.314514,3.19067e-07,-0.180178,-0.312076,
16.1732,3.90532,-53.3198,0.0530262,28.2412,-47.7125,0.0455884,0.951111,0.027187,0.159615,0.263005,0.962831,-5.84897e-08,0.135054,0.233917,2.06907,-0.00344261,0.019056,2.07252,2.05002,0.724508,-0.40979,0.227567,0.809651,-0.325677,0.126488,0.948462,-0.0582844,-0.181086,-0.253438,0.96241,4.31803e-06,-0.135803,-0.235212,0.0182878,-0.217951,0.0405153,0.115855,-0.192471,0.0337021,-0.0228826,-0.208092,-0.327271,3.19067e-07,-0.180178,-0.312076,
16.2176,5.25298,-51.6724,0.0561913,43.3445,-41.52,0.0393937,0.94842,0.0447629,0.171814,0.262631,0.966948,-5.62076e-06,0.127491,0.220811,2.06907,-0.00352842,0.0215937,2.0726,2.04748,0.730256,-0.431626,0.179015,0.85135,-0.276916,0.106275,0.950803,-0.0271803,-0.160114,-0.263815,0.966562,6.2224e-06,-0.128221,-0.222076,0.02388,-0.21214,0.042102,0.174398,-0.165722,0.0287518,-0.0317818,-0.21888,-0.325093,5.58942e-06,-0.174423,-0.302105,
16.2541,10.2741,-49.2788,0.0453593,43.3445,-41.52,0.0393937,0.945573,0.0508913,0.190678,0.258734,0.966948,-5.62076e-06,0.127491,0.220811,2.06907,-0.00348991,0.0230443,2.07256,2.04603,0.733492,-0.427526,0.206875,0.85135,-0.276916,0.106275,0.947989,-0.0447389,-0.172518,-0.263727,0.966562,6.2224e-06,-0.128221,-0.222076,0.0411424,-0.199116,0.0346154,0.174398,-0.165722,0.0287518,-0.0325639,-0.235315,-0.320221,5.58942e-06,-0.174423,-0.302105,
16.2965,17.4314,-46.6999,0.0333652,47.6692,-38.7963,0.0366982,0.949275,0.0412735,0.17916,0.255096,0.967668,-1.15996e-06,0.126116,0.218436,2.06907,-0.00329775,0.0241778,2.07237,2.0449,0.735721,-0.417219,0.240519,0.864781,-0.26163,0.100471,0.945236,-0.0508536,-0.191223,-0.259571,0.967176,1.96693e-06,-0.127056,-0.22006,0.0663708,-0.184754,0.0255833,0.191543,-0.15393,0.0265722,-0.0273291,-0.226495,-0.319289,1.8041e-06,-0.173256,-0.300086,
16.3324,25.2302,-44.0567,0.0423659,50.8027,-35.0906,0.0334504,0.946821,0.0792484,0.195547,0.242923,0.966928,-8.36292e-07,0.127523,0.22088,2.06907,-0.00307713,0.0246832,2.07215,2.04439,0.749152,-0.414094,0.217166,0.887562,-0.236696,0.0924975,0.948857,-0.0412363,-0.179847,-0.256174,0.966744,8.35185e-07,-0.127872,-0.221483,0.0979407,-0.176813,0.0308889,0.204292,-0.13783,0.0238779,-0.0503107,-0.246103,-0.30354,3.00079e-07,-0.174107,-0.301565,
16.3736,34.2107,-40.8416,0.0284464,57.532,-29.9206,0.0279338,0.963338,0.0165522,0.135154,0.231167,0.967996,-4.83998e-06,0.125486,0.217342,2.06907,-0.00270176,0.0256162,2.07178,2.04346,0.76126,-0.38443,0.258938,0.907138,-0.207076,0.0803049,0.946568,-0.0792091,-0.195991,-0.243563,0.967771,4.37028e-06,-0.125918,-0.218093,0.129523,-0.160643,0.0218366,0.227301,-0.11649,0.019697,-0.0170584,-0.190487,-0.306446,4.53795e-06,-0.172707,-0.299136,
